Entity,Code,Year,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Electricity from other renewables including bioenergy (TWh)
Japan,JPN,1980,0,88.292,0,1.091
Japan,JPN,1981,0,87.594,0,1.137
Japan,JPN,1982,0,81.606,0,9.871
Japan,JPN,1983,0,84.273,0,11.03
Japan,JPN,1984,0,71.617,0,12.119
Japan,JPN,1985,0,82.874,0,12.699
Japan,JPN,1986,0,80.816,0,13.803
Japan,JPN,1987,0,74.787,0,14.792
Japan,JPN,1988,0,90.291,0,15.987
Japan,JPN,1989,0,91.741,0,17.047
Japan,JPN,1990,0,86.895,0.001,11.34
Japan,JPN,1991,0,94.416,0.001,11.651
Japan,JPN,1992,0,80.046,0.01,11.85
Japan,JPN,1993,0.001,92.58,0.022,11.559
Japan,JPN,1994,0.001,64.462,0.029,13.473
Japan,JPN,1995,0.001,78.793,0.04,14.295
Japan,JPN,1996,0.002,77.173,0.054,15.248
Japan,JPN,1997,0.001,86.44,0.096,16.438
Japan,JPN,1998,0.007,89.079,0.143,16.173
Japan,JPN,1999,0.036,83.792,0.218,16.487
Japan,JPN,2000,0.11,86.38,0.35,37.46
Japan,JPN,2001,0.25,83.32,0.47,37.62
Japan,JPN,2002,0.41,81.55,0.67,38.85
Japan,JPN,2003,0.83,93.66,0.9,40.08
Japan,JPN,2004,1.3,93.12,1.19,39.69
Japan,JPN,2005,1.75,75.71,1.49,42.57
Japan,JPN,2006,2.17,86.65,1.79,42.97
Japan,JPN,2007,2.61,73.27,2.02,44.52
Japan,JPN,2008,2.94,75.68,2.25,39.39
Japan,JPN,2009,3.61,76.13,2.76,39.47
Japan,JPN,2010,4.02,83.43,3.54,44.15
Japan,JPN,2011,4.68,84.55,4.84,44.62
Japan,JPN,2012,4.84,76.18,6.61,43.81
Japan,JPN,2013,5.19,79.04,12.88,46.35
Japan,JPN,2014,5.22,83.16,22.95,45.95
Japan,JPN,2015,5.58,86.75,34.8,50.39
Japan,JPN,2016,6.17,79.14,45.76,46.83
Japan,JPN,2017,6.49,83.42,55.07,50.28
Japan,JPN,2018,7.48,80.63,62.67,50.35
Japan,JPN,2019,7.67,79.82,68.95,53.49
Japan,JPN,2020,8.65,89.17,78.64,54.98
Japan,JPN,2021,9.34,89.49,89.59,64.76
Jordan,JOR,2000,0,0.04,0,0.01
Jordan,JOR,2001,0,0.04,0,0.01
Jordan,JOR,2002,0,0.05,0,0.01
Jordan,JOR,2003,0,0.04,0,0.01
Jordan,JOR,2004,0,0.05,0,0.01
Jordan,JOR,2005,0,0.06,0,0.01
Jordan,JOR,2006,0,0.05,0,0.02
Jordan,JOR,2007,0,0.06,0,0.02
Jordan,JOR,2008,0,0.06,0,0.02
Jordan,JOR,2009,0,0.06,0,0.02
Jordan,JOR,2010,0,0.06,0,0.02
Jordan,JOR,2011,0,0.05,0,0.02
Jordan,JOR,2012,0,0.06,0,0.02
Jordan,JOR,2013,0,0.05,0,0.02
Jordan,JOR,2014,0,0.06,0,0.02
Jordan,JOR,2015,0.12,0.05,0,0.07
Jordan,JOR,2016,0.39,0.04,0.42,0.07
Jordan,JOR,2017,0.45,0.04,0.91,0.07
Jordan,JOR,2018,0.72,0.02,1.44,0.06
Jordan,JOR,2019,0.88,0.05,2.09,0.06
Jordan,JOR,2020,0.88,0.03,2.2,0.06
Kazakhstan,KAZ,1985,0,5.21,0,0
Kazakhstan,KAZ,1986,0,4.782,0,0
Kazakhstan,KAZ,1987,0,5.732,0,0
Kazakhstan,KAZ,1988,0,6.991,0,0
Kazakhstan,KAZ,1989,0,7.292,0,0
Kazakhstan,KAZ,1990,0,7.366,0,0
Kazakhstan,KAZ,1991,0,7.2,0,0
Kazakhstan,KAZ,1992,0,6.866,0,0
Kazakhstan,KAZ,1993,0,7.629,0,0
Kazakhstan,KAZ,1994,0,9.179,0,0
Kazakhstan,KAZ,1995,0,8.331,0,0
Kazakhstan,KAZ,1996,0,7.331,0,0
Kazakhstan,KAZ,1997,0,6.499,0,0
Kazakhstan,KAZ,1998,0,6.141,0,0
Kazakhstan,KAZ,1999,0,6.132,0,0
Kazakhstan,KAZ,2000,0,7.53,0,0
Kazakhstan,KAZ,2001,0,8.08,0,0
Kazakhstan,KAZ,2002,0,8.89,0,0
Kazakhstan,KAZ,2003,0,8.62,0,0
Kazakhstan,KAZ,2004,0,8.06,0,0
Kazakhstan,KAZ,2005,0,7.86,0,0
Kazakhstan,KAZ,2006,0,7.77,0,0
Kazakhstan,KAZ,2007,0,8.17,0,0
Kazakhstan,KAZ,2008,0,7.46,0,0
Kazakhstan,KAZ,2009,0,6.88,0,0
Kazakhstan,KAZ,2010,0,8.02,0,0
Kazakhstan,KAZ,2011,0,7.88,0,0
Kazakhstan,KAZ,2012,0,7.64,0,0
Kazakhstan,KAZ,2013,0,7.73,0,0
Kazakhstan,KAZ,2014,0.01,8.26,0,0
Kazakhstan,KAZ,2015,0.13,9.27,0.05,0
Kazakhstan,KAZ,2016,0.27,11.62,0.09,0.002
Kazakhstan,KAZ,2017,0.34,11.21,0.09,0.002
Kazakhstan,KAZ,2018,0.39,10.38,0.14,0.002
Kazakhstan,KAZ,2019,0.71,9.99,0.39,0.005
Kazakhstan,KAZ,2020,1.14,9.8,2.57,0.005
Kazakhstan,KAZ,2021,1.8,9.44,2.96,
Kenya,KEN,2000,0,1.31,0,0.7
Kenya,KEN,2001,0,2.38,0,0.68
Kenya,KEN,2002,0,3.09,0,0.54
Kenya,KEN,2003,0,3.23,0,0.87
Kenya,KEN,2004,0,2.84,0,1.14
Kenya,KEN,2005,0,3,0,1.15
Kenya,KEN,2006,0,3.24,0,1.22
Kenya,KEN,2007,0,3.45,0.01,1.18
Kenya,KEN,2008,0,2.82,0.01,1.35
Kenya,KEN,2009,0.02,2.15,0.01,1.55
Kenya,KEN,2010,0.02,3.39,0.02,1.74
Kenya,KEN,2011,0.01,3.42,0.02,1.78
Kenya,KEN,2012,0.01,4.26,0.03,1.83
Kenya,KEN,2013,0.02,3.91,0.03,2.3
Kenya,KEN,2014,0.04,3.28,0.03,4.22
Kenya,KEN,2015,0.06,3.75,0.04,4.62
Kenya,KEN,2016,0.06,3.31,0.04,4.35
Kenya,KEN,2017,0.05,3.17,0.06,5.07
Kenya,KEN,2018,1.19,3.95,0.07,4.94
Kenya,KEN,2019,1.16,3.17,0.09,5.03
Kenya,KEN,2020,1.16,3.52,0.11,5.11
Kenya,KEN,2021,1.8,2.95,0.17,5.11
Kiribati,KIR,2000,0,0,0,0
Kiribati,KIR,2001,0,0,0,0
Kiribati,KIR,2002,0,0,0,0
Kiribati,KIR,2003,0,0,0,0
Kiribati,KIR,2004,0,0,0,0
Kiribati,KIR,2005,0,0,0,0
Kiribati,KIR,2006,0,0,0,0
Kiribati,KIR,2007,0,0,0,0
Kiribati,KIR,2008,0,0,0,0
Kiribati,KIR,2009,0,0,0,0
Kiribati,KIR,2010,0,0,0,0
Kiribati,KIR,2011,0,0,0,0
Kiribati,KIR,2012,0,0,0,0
Kiribati,KIR,2013,0,0,0,0
Kiribati,KIR,2014,0,0,0,0
Kiribati,KIR,2015,0,0,0,0
Kiribati,KIR,2016,0,0,0,0
Kiribati,KIR,2017,0,0,0,0
Kiribati,KIR,2018,0,0,0,0
Kiribati,KIR,2019,0,0,0,0
Kiribati,KIR,2020,0,0,0,0
Kosovo,OWID_KOS,2000,0,0.05,0,0
Kosovo,OWID_KOS,2001,0,0.05,0,0
Kosovo,OWID_KOS,2002,0,0.05,0,0
Kosovo,OWID_KOS,2003,0,0.05,0,0
Kosovo,OWID_KOS,2004,0,0.11,0,0
Kosovo,OWID_KOS,2005,0,0.11,0,0
Kosovo,OWID_KOS,2006,0,0.1,0,0
Kosovo,OWID_KOS,2007,0,0.09,0,0
Kosovo,OWID_KOS,2008,0,0.08,0,0
Kosovo,OWID_KOS,2009,0,0.12,0,0
Kosovo,OWID_KOS,2010,0,0.16,0,0
Kosovo,OWID_KOS,2011,0,0.1,0,0
Kosovo,OWID_KOS,2012,0,0.1,0,0
Kosovo,OWID_KOS,2013,0,0.14,0,0
Kosovo,OWID_KOS,2014,0,0.15,0,0
Kosovo,OWID_KOS,2015,0,0.14,0,0
Kosovo,OWID_KOS,2016,0,0.25,0,0
Kosovo,OWID_KOS,2017,0,0.18,0,0
Kosovo,OWID_KOS,2018,0.03,0.27,0,0
Kosovo,OWID_KOS,2019,0.09,0.21,0.01,0
Kosovo,OWID_KOS,2020,0.09,0.26,0.01,0
Kuwait,KWT,1965,0,0,0,0
Kuwait,KWT,1966,0,0,0,0
Kuwait,KWT,1967,0,0,0,0
Kuwait,KWT,1968,0,0,0,0
Kuwait,KWT,1969,0,0,0,0
Kuwait,KWT,1970,0,0,0,0
Kuwait,KWT,1971,0,0,0,0
Kuwait,KWT,1972,0,0,0,0
Kuwait,KWT,1973,0,0,0,0
Kuwait,KWT,1974,0,0,0,0
Kuwait,KWT,1975,0,0,0,0
Kuwait,KWT,1976,0,0,0,0
Kuwait,KWT,1977,0,0,0,0
Kuwait,KWT,1978,0,0,0,0
Kuwait,KWT,1979,0,0,0,0
Kuwait,KWT,1980,0,0,0,0
Kuwait,KWT,1981,0,0,0,0
Kuwait,KWT,1982,0,0,0,0
Kuwait,KWT,1983,0,0,0,0
Kuwait,KWT,1984,0,0,0,0
Kuwait,KWT,1985,0,0,0,0
Kuwait,KWT,1986,0,0,0,0
Kuwait,KWT,1987,0,0,0,0
Kuwait,KWT,1988,0,0,0,0
Kuwait,KWT,1989,0,0,0,0
Kuwait,KWT,1990,0,0,0,0
Kuwait,KWT,1991,0,0,0,0
Kuwait,KWT,1992,0,0,0,0
Kuwait,KWT,1993,0,0,0,0
Kuwait,KWT,1994,0,0,0,0
Kuwait,KWT,1995,0,0,0,0
Kuwait,KWT,1996,0,0,0,0
Kuwait,KWT,1997,0,0,0,0
Kuwait,KWT,1998,0,0,0,0
Kuwait,KWT,1999,0,0,0,0
Kuwait,KWT,2000,0,0,0,0
Kuwait,KWT,2001,0,0,0,0
Kuwait,KWT,2002,0,0,0,0
Kuwait,KWT,2003,0,0,0,0
Kuwait,KWT,2004,0,0,0,0
Kuwait,KWT,2005,0,0,0,0
Kuwait,KWT,2006,0,0,0,0
Kuwait,KWT,2007,0,0,0,0
Kuwait,KWT,2008,0,0,0,0
Kuwait,KWT,2009,0,0,0,0
Kuwait,KWT,2010,0,0,0,0
Kuwait,KWT,2011,0,0,0,0
Kuwait,KWT,2012,0,0,0,0
Kuwait,KWT,2013,0.01,0,0,0
Kuwait,KWT,2014,0.01,0,0,0
Kuwait,KWT,2015,0.01,0,0,0
Kuwait,KWT,2016,0.01,0,0.01,0
Kuwait,KWT,2017,0.03,0,0.01,0
Kuwait,KWT,2018,0.04,0,0.02,0
Kuwait,KWT,2019,0.04,0,0.02,0
Kuwait,KWT,2020,0.04,0,0.02,0
Kyrgyzstan,KGZ,2000,0,13.55,0,0
Kyrgyzstan,KGZ,2001,0,12.31,0,0
Kyrgyzstan,KGZ,2002,0,10.68,0,0
Kyrgyzstan,KGZ,2003,0,13.38,0,0
Kyrgyzstan,KGZ,2004,0,13.95,0,0
Kyrgyzstan,KGZ,2005,0,12.66,0,0
Kyrgyzstan,KGZ,2006,0,12.35,0,0
Kyrgyzstan,KGZ,2007,0,12.61,0,0
Kyrgyzstan,KGZ,2008,0,10.02,0,0
Kyrgyzstan,KGZ,2009,0,10.11,0,0
Kyrgyzstan,KGZ,2010,0,11,0,0
Kyrgyzstan,KGZ,2011,0,14,0,0
Kyrgyzstan,KGZ,2012,0,14.04,0,0
Kyrgyzstan,KGZ,2013,0,13,0,0
Kyrgyzstan,KGZ,2014,0,13.16,0,0
Kyrgyzstan,KGZ,2015,0,10.99,0,0
Kyrgyzstan,KGZ,2016,0,11.38,0,0
Kyrgyzstan,KGZ,2017,0,14.06,0,0
Kyrgyzstan,KGZ,2018,0,14.17,0,0
Kyrgyzstan,KGZ,2019,0,13.71,0,0
Kyrgyzstan,KGZ,2020,0,14.8,0,0
Laos,LAO,2000,0,3.28,0,0
Laos,LAO,2001,0,3.3,0,0
Laos,LAO,2002,0,3.21,0,0
Laos,LAO,2003,0,2.83,0,0
Laos,LAO,2004,0,3,0,0
Laos,LAO,2005,0,3.51,0,0
Laos,LAO,2006,0,3.6,0,0
Laos,LAO,2007,0,3.37,0,0
Laos,LAO,2008,0,3.72,0,0
Laos,LAO,2009,0,3.37,0,0
Laos,LAO,2010,0,8.36,0,0
Laos,LAO,2011,0,12.84,0,0
Laos,LAO,2012,0,12.93,0,0
Laos,LAO,2013,0,15.35,0,0.01
Laos,LAO,2014,0,15.12,0,0.01
Laos,LAO,2015,0,13.9,0,0.07
Laos,LAO,2016,0,17.53,0,0.16
Laos,LAO,2017,0,19.9,0.01,0.21
Laos,LAO,2018,0,22.1,0.02,0.23
Laos,LAO,2019,0,19.33,0.04,0.22
Laos,LAO,2020,0,19.2,0.04,0.22
Latin America and Caribbean,,2000,0.26,578.93,0.02,23.85
Latin America and Caribbean,,2001,0.33,538.8,0.02,24.96
Latin America and Caribbean,,2002,0.45,559.75,0.02,26.47
Latin America and Caribbean,,2003,0.53,578.03,0.02,30
Latin America and Caribbean,,2004,0.55,605.92,0.02,32.38
Latin America and Caribbean,,2005,0.55,642.11,0.02,37.98
Latin America and Caribbean,,2006,0.81,672.23,0.02,38.7
Latin America and Caribbean,,2007,1.36,689.82,0.02,44.72
Latin America and Caribbean,,2008,1.55,705.93,0.02,46.79
Latin America and Caribbean,,2009,2.64,710.68,0.02,51.25
Latin America and Caribbean,,2010,4.63,724.41,0.06,60.57
Latin America and Caribbean,,2011,5.93,765.88,0.13,62.16
Latin America and Caribbean,,2012,11.83,746.32,0.33,66.26
Latin America and Caribbean,,2013,14.68,728.34,0.55,74.21
Latin America and Caribbean,,2014,24.71,698.48,1.29,79.24
Latin America and Caribbean,,2015,39.94,691.07,2.86,82.73
Latin America and Caribbean,,2016,55.33,707.94,5.25,84.28
Latin America and Caribbean,,2017,66.25,720.51,8.49,84.5
Latin America and Caribbean,,2018,78.91,738.42,13.95,98.19
Latin America and Caribbean,,2019,97.37,735.62,25.5,99.28
Latin America and Caribbean,,2020,106.8,734.63,38.3,86.67
Latin America and Caribbean,,2021,131.57,686.59,48.67,84.75
Latvia,LVA,1985,0,2.979,0,0
Latvia,LVA,1986,0,3.001,0,0
Latvia,LVA,1987,0,3.699,0,0
Latvia,LVA,1988,0,3.001,0,0
Latvia,LVA,1989,0,3.606,0,0
Latvia,LVA,1990,0,4.5,0,0
Latvia,LVA,1991,0,3.28,0,0
Latvia,LVA,1992,0,2.52,0,0
Latvia,LVA,1993,0,2.88,0,0
Latvia,LVA,1994,0,3.31,0,0
Latvia,LVA,1995,0,2.94,0,0
Latvia,LVA,1996,0,1.86,0,0
Latvia,LVA,1997,0,2.95,0,0
Latvia,LVA,1998,0,4.32,0,0
Latvia,LVA,1999,0,2.76,0,0
Latvia,LVA,2000,0,2.82,0,0
Latvia,LVA,2001,0,2.83,0,0
Latvia,LVA,2002,0.01,2.46,0,0.01
Latvia,LVA,2003,0.05,2.27,0,0.02
Latvia,LVA,2004,0.05,3.11,0,0.04
Latvia,LVA,2005,0.05,3.33,0,0.04
Latvia,LVA,2006,0.05,2.7,0,0.04
Latvia,LVA,2007,0.05,2.73,0,0.04
Latvia,LVA,2008,0.06,3.11,0,0.04
Latvia,LVA,2009,0.05,3.46,0,0.05
Latvia,LVA,2010,0.05,3.52,0,0.07
Latvia,LVA,2011,0.07,2.89,0,0.12
Latvia,LVA,2012,0.11,3.71,0,0.29
Latvia,LVA,2013,0.12,2.91,0,0.5
Latvia,LVA,2014,0.14,1.99,0,0.67
Latvia,LVA,2015,0.15,1.86,0,0.77
Latvia,LVA,2016,0.13,2.53,0,0.82
Latvia,LVA,2017,0.15,4.38,0,0.93
Latvia,LVA,2018,0.12,2.43,0,0.94
Latvia,LVA,2019,0.15,2.11,0,0.93
Latvia,LVA,2020,0.18,2.6,0,0.86
Latvia,LVA,2021,0.17,2.71,0,0.85
Lebanon,LBN,2000,0,0.44,0,0
Lebanon,LBN,2001,0,0.33,0,0
Lebanon,LBN,2002,0,0.67,0,0
Lebanon,LBN,2003,0,1.35,0,0
Lebanon,LBN,2004,0,1.11,0,0
Lebanon,LBN,2005,0,1.04,0,0
Lebanon,LBN,2006,0,0.69,0,0
Lebanon,LBN,2007,0,0.58,0,0
Lebanon,LBN,2008,0,0.37,0,0
Lebanon,LBN,2009,0,0.62,0,0
Lebanon,LBN,2010,0,0.83,0,0
Lebanon,LBN,2011,0,0.8,0,0
Lebanon,LBN,2012,0,1,0,0.01
Lebanon,LBN,2013,0,1.26,0,0.01
Lebanon,LBN,2014,0.01,0.19,0.01,0.01
Lebanon,LBN,2015,0.01,0.47,0.02,0.01
Lebanon,LBN,2016,0.01,0.38,0.04,0.06
Lebanon,LBN,2017,0.01,0.41,0.06,0.06
Lebanon,LBN,2018,0.01,0.34,0.09,0.06
Lebanon,LBN,2019,0.01,0.66,0.09,0.06
Lebanon,LBN,2020,0.01,0.97,0.09,0.06
Lesotho,LSO,2000,0,0.29,0,0
Lesotho,LSO,2001,0,0.28,0,0
Lesotho,LSO,2002,0,0.31,0,0
Lesotho,LSO,2003,0,0.32,0,0
Lesotho,LSO,2004,0,0.3,0,0
Lesotho,LSO,2005,0,0.46,0,0
Lesotho,LSO,2006,0,0.52,0,0
Lesotho,LSO,2007,0,0.55,0,0
Lesotho,LSO,2008,0,0.58,0,0
Lesotho,LSO,2009,0,0.65,0,0
Lesotho,LSO,2010,0,0.69,0,0
Lesotho,LSO,2011,0,0.49,0,0
Lesotho,LSO,2012,0,0.49,0,0
Lesotho,LSO,2013,0,0.51,0,0
Lesotho,LSO,2014,0,0.52,0,0
Lesotho,LSO,2015,0,0.53,0,0
Lesotho,LSO,2016,0,0.52,0,0
Lesotho,LSO,2017,0,0.54,0,0
Lesotho,LSO,2018,0,0.54,0,0
Lesotho,LSO,2019,0,0.5,0,0
Lesotho,LSO,2020,0,0.5,0,0
Liberia,LBR,2000,0,0,0,0
Liberia,LBR,2001,0,0,0,0
Liberia,LBR,2002,0,0,0,0
Liberia,LBR,2003,0,0,0,0
Liberia,LBR,2004,0,0,0,0
Liberia,LBR,2005,0,0,0,0
Liberia,LBR,2006,0,0,0,0
Liberia,LBR,2007,0,0,0,0
Liberia,LBR,2008,0,0,0,0
Liberia,LBR,2009,0,0,0,0
Liberia,LBR,2010,0,0,0,0
Liberia,LBR,2011,0,0,0,0
Liberia,LBR,2012,0,0,0,0
Liberia,LBR,2013,0,0,0,0
Liberia,LBR,2014,0,0,0,0
Liberia,LBR,2015,0,0,0,0
Liberia,LBR,2016,0,0,0,0
Liberia,LBR,2017,0,0,0,0
Liberia,LBR,2018,0,0,0,0
Liberia,LBR,2019,0,0,0,0
Liberia,LBR,2020,0,0.53,0,0
Libya,LBY,2000,0,0,0,0
Libya,LBY,2001,0,0,0,0
Libya,LBY,2002,0,0,0,0
Libya,LBY,2003,0,0,0,0
Libya,LBY,2004,0,0,0,0
Libya,LBY,2005,0,0,0,0
Libya,LBY,2006,0,0,0,0
Libya,LBY,2007,0,0,0,0
Libya,LBY,2008,0,0,0,0
Libya,LBY,2009,0,0,0,0
Libya,LBY,2010,0,0,0.01,0
Libya,LBY,2011,0,0,0.01,0
Libya,LBY,2012,0,0,0.01,0
Libya,LBY,2013,0,0,0.01,0
Libya,LBY,2014,0,0,0.01,0
Libya,LBY,2015,0,0,0.01,0
Libya,LBY,2016,0,0,0.01,0
Libya,LBY,2017,0,0,0.01,0
Libya,LBY,2018,0,0,0.01,0
Libya,LBY,2019,0,0,0.01,0
Libya,LBY,2020,0,0,0.01,0
Lithuania,LTU,1985,0,0.393,0,0
Lithuania,LTU,1986,0,0.384,0,0
Lithuania,LTU,1987,0,0.362,0,0
Lithuania,LTU,1988,0,0.384,0,0
Lithuania,LTU,1989,0,0.384,0,0
Lithuania,LTU,1990,0,0.41,0,0
Lithuania,LTU,1991,0,0.34,0,0
Lithuania,LTU,1992,0,0.31,0,0
Lithuania,LTU,1993,0,0.39,0,0
Lithuania,LTU,1994,0,0.45,0,0
Lithuania,LTU,1995,0,0.37,0,0
Lithuania,LTU,1996,0,0.33,0,0
Lithuania,LTU,1997,0,0.3,0,0
Lithuania,LTU,1998,0,0.42,0,0
Lithuania,LTU,1999,0,0.41,0,0
Lithuania,LTU,2000,0,0.34,0,0
Lithuania,LTU,2001,0,0.33,0,0
Lithuania,LTU,2002,0,0.35,0,0
Lithuania,LTU,2003,0,0.32,0,0.01
Lithuania,LTU,2004,0,0.42,0,0.01
Lithuania,LTU,2005,0,0.45,0,0.01
Lithuania,LTU,2006,0.01,0.4,0,0.02
Lithuania,LTU,2007,0.11,0.42,0,0.05
Lithuania,LTU,2008,0.13,0.4,0,0.07
Lithuania,LTU,2009,0.16,0.42,0,0.1
Lithuania,LTU,2010,0.22,0.54,0,0.15
Lithuania,LTU,2011,0.47,0.48,0,0.16
Lithuania,LTU,2012,0.54,0.42,0,0.22
Lithuania,LTU,2013,0.6,0.52,0.05,0.36
Lithuania,LTU,2014,0.64,0.4,0.07,0.4
Lithuania,LTU,2015,0.81,0.35,0.07,0.45
Lithuania,LTU,2016,1.14,0.45,0.07,0.44
Lithuania,LTU,2017,1.36,0.6,0.07,0.5
Lithuania,LTU,2018,1.14,0.43,0.09,0.54
Lithuania,LTU,2019,1.5,0.35,0.09,0.53
Lithuania,LTU,2020,1.55,0.3,0.13,0.59
Lithuania,LTU,2021,1.29,0.37,0.17,0.58
Low-income countries,,2000,0,36.16,0,0.24
Low-income countries,,2001,0,39.51,0,0.26
Low-income countries,,2002,0,39.98,0,0.29
Low-income countries,,2003,0,39.9,0,0.34
Low-income countries,,2004,0,44.3,0,0.33
Low-income countries,,2005,0,47.58,0,0.35
Low-income countries,,2006,0,48.16,0.01,0.36
Low-income countries,,2007,0,50.77,0.01,0.38
Low-income countries,,2008,0,49.95,0.02,0.52
Low-income countries,,2009,0,51.7,0.02,0.53
Low-income countries,,2010,0,58.03,0.04,0.43
Low-income countries,,2011,0.03,60.16,0.05,0.44
Low-income countries,,2012,0.19,60.21,0.12,0.6
Low-income countries,,2013,0.36,63.93,0.14,0.69
Low-income countries,,2014,0.5,66.5,0.19,1.39
Low-income countries,,2015,0.76,63.25,0.34,1.95
Low-income countries,,2016,0.79,68.39,0.51,1.4
Low-income countries,,2017,0.55,68.41,0.62,1.4
Low-income countries,,2018,0.55,69.96,0.93,1.4
Low-income countries,,2019,0.55,70.75,1.02,1.4
Low-income countries,,2020,0.55,69.53,1.04,1.4
Lower-middle-income countries,,2000,1.86,241.6,0.02,21.938
Lower-middle-income countries,,2001,2.6,247.57,0.02,22.704
Lower-middle-income countries,,2002,2.57,246.55,0.02,22.903
Lower-middle-income countries,,2003,3.26,262.79,0.03,23.774
Lower-middle-income countries,,2004,6.08,298.97,0.03,26.25
Lower-middle-income countries,,2005,6.93,312.26,0.03,27.43
Lower-middle-income countries,,2006,10.4,330.24,0.03,30.001
Lower-middle-income countries,,2007,13.09,340.39,0.12,32.902
Lower-middle-income countries,,2008,15.95,326.78,0.13,37.039
Lower-middle-income countries,,2009,18.37,324.9,0.16,40.309
Lower-middle-income countries,,2010,22.32,353.14,0.49,43.429
Lower-middle-income countries,,2011,27.23,388.86,1.28,46.717
Lower-middle-income countries,,2012,31.04,389.4,2.88,50.157
Lower-middle-income countries,,2013,35.91,424.75,4.7,52.604
Lower-middle-income countries,,2014,41.66,429.68,6.27,60.115
Lower-middle-income countries,,2015,43.06,415.02,8.74,63.526
Lower-middle-income countries,,2016,54.97,426.42,16.28,64.178
Lower-middle-income countries,,2017,65.3,469.81,27.77,65.237
Lower-middle-income countries,,2018,78.13,490.22,45.27,69.104
Lower-middle-income countries,,2019,84.17,485.84,63.25,71.773
Lower-middle-income countries,,2020,82.81,489.12,79.04,76.48
Luxembourg,LUX,1965,0,0.086,0,0
Luxembourg,LUX,1966,0,0.078,0,0
Luxembourg,LUX,1967,0,0.088,0,0
Luxembourg,LUX,1968,0,0.09,0,0
Luxembourg,LUX,1969,0,0.078,0,0
Luxembourg,LUX,1970,0,0.086,0,0
Luxembourg,LUX,1971,0,0.049,0,0
Luxembourg,LUX,1972,0,0.057,0,0
Luxembourg,LUX,1973,0,0.051,0,0
Luxembourg,LUX,1974,0,0.075,0,0
Luxembourg,LUX,1975,0,0.065,0,0
Luxembourg,LUX,1976,0,0.041,0,0
Luxembourg,LUX,1977,0,0.079,0,0.013
Luxembourg,LUX,1978,0,0.075,0,0.015
Luxembourg,LUX,1979,0,0.082,0,0.016
Luxembourg,LUX,1980,0,0.086,0,0.015
Luxembourg,LUX,1981,0,0.092,0,0.018
Luxembourg,LUX,1982,0,0.082,0,0.018
Luxembourg,LUX,1983,0,0.081,0,0.017
Luxembourg,LUX,1984,0,0.086,0,0.019
Luxembourg,LUX,1985,0,0.07,0,0.018
Luxembourg,LUX,1986,0,0.086,0,0.017
Luxembourg,LUX,1987,0,0.1,0,0.022
Luxembourg,LUX,1988,0,0.092,0,0.023
Luxembourg,LUX,1989,0,0.07,0,0.019
Luxembourg,LUX,1990,0,0.07,0,0.01
Luxembourg,LUX,1991,0,0.08,0,0.01
Luxembourg,LUX,1992,0,0.07,0,0.01
Luxembourg,LUX,1993,0,0.07,0,0.01
Luxembourg,LUX,1994,0,0.09,0,0.02
Luxembourg,LUX,1995,0,0.09,0,0.02
Luxembourg,LUX,1996,0,0.06,0,0.02
Luxembourg,LUX,1997,0,0.08,0,0.02
Luxembourg,LUX,1998,0.01,0.12,0,0.02
Luxembourg,LUX,1999,0.02,0.09,0,0.02
Luxembourg,LUX,2000,0.02,0.12,0,0.02
Luxembourg,LUX,2001,0.02,0.12,0,0.03
Luxembourg,LUX,2002,0.02,0.1,0,0.03
Luxembourg,LUX,2003,0.03,0.08,0,0.03
Luxembourg,LUX,2004,0.04,0.1,0.01,0.04
Luxembourg,LUX,2005,0.05,0.09,0.02,0.05
Luxembourg,LUX,2006,0.06,0.11,0.02,0.06
Luxembourg,LUX,2007,0.06,0.12,0.02,0.06
Luxembourg,LUX,2008,0.06,0.13,0.02,0.07
Luxembourg,LUX,2009,0.06,0.11,0.02,0.08
Luxembourg,LUX,2010,0.06,0.11,0.02,0.08
Luxembourg,LUX,2011,0.06,0.06,0.03,0.09
Luxembourg,LUX,2012,0.08,0.1,0.04,0.09
Luxembourg,LUX,2013,0.08,0.12,0.07,0.09
Luxembourg,LUX,2014,0.08,0.11,0.09,0.12
Luxembourg,LUX,2015,0.1,0.1,0.1,0.13
Luxembourg,LUX,2016,0.1,0.12,0.1,0.14
Luxembourg,LUX,2017,0.23,0.09,0.11,0.17
Luxembourg,LUX,2018,0.25,0.09,0.12,0.22
Luxembourg,LUX,2019,0.28,0.11,0.13,0.28
Luxembourg,LUX,2020,0.35,0.09,0.16,0.37
Luxembourg,LUX,2021,0.34,0.12,0.25,0.38
Macao,MAC,2000,0,0,0,0
Macao,MAC,2001,0,0,0,0
Macao,MAC,2002,0,0,0,0
Macao,MAC,2003,0,0,0,0
Macao,MAC,2004,0,0,0,0
Macao,MAC,2005,0,0,0,0
Macao,MAC,2006,0,0,0,0
Macao,MAC,2007,0,0,0,0
Macao,MAC,2008,0,0,0,0
Macao,MAC,2009,0,0,0,0
Macao,MAC,2010,0,0,0,0
Macao,MAC,2011,0,0,0,0
Macao,MAC,2012,0,0,0,0
Macao,MAC,2013,0,0,0,0
Macao,MAC,2014,0,0,0,0
Macao,MAC,2015,0,0,0,0
Macao,MAC,2016,0,0,0,0
Macao,MAC,2017,0,0,0,0
Macao,MAC,2018,0,0,0,0
