external_ref,status,source,chargeback
jHaPCpQ_npe2q5xzs05j8,TRUE,GLOBALPAY,FALSE
Jhh_tIj1e6mqbPV8ql5s6,TRUE,GLOBALPAY,FALSE
Jhki9ZV0Ya2YYg7qfIy5U,TRUE,GLOBALPAY,FALSE
jHTB5pBFyb5ZwnFxtivSQ,TRUE,GLOBALPAY,FALSE
jhtuNwpK3RlciRDohFvgK,TRUE,GLOBALPAY,FALSE
jIfiqLZAyEXfo3ncjzi6b,TRUE,GLOBALPAY,FALSE
JiH1RNBiCAzOeLdvFmZeC,TRUE,GLOBALPAY,FALSE
Jioq6M71_nml4RdrsLI69,TRUE,GLOBALPAY,FALSE
JISwc_TZVB5Gl_pXF3CfZ,TRUE,GLOBALPAY,FALSE
Jizbao6KowUBUAiDcDtNy,TRUE,GLOBALPAY,FALSE
jj75AQ6X9I8LECSOPi27i,TRUE,GLOBALPAY,FALSE
jjCzs7GmrYYerA5CarOLS,TRUE,GLOBALPAY,FALSE
JjOwEIvi5HtKm3YdXM9Sr,TRUE,GLOBALPAY,FALSE
JJQc0upnsyOLqVKABKn7Q,TRUE,GLOBALPAY,TRUE
JjqdPQU5xlMppr3tBBU7f,TRUE,GLOBALPAY,FALSE
JJvUT2w6NBmIRZJflSgq5,TRUE,GLOBALPAY,FALSE
jjwVVQydzSHvwNGv9AIhl,TRUE,GLOBALPAY,FALSE
jkKDeOjActUfAAdHOs611,TRUE,GLOBALPAY,FALSE
Jkq-tFrh4SQO4ECXDL2Fx,TRUE,GLOBALPAY,FALSE
JKXHeM-xZQv4ldWp3fN4w,TRUE,GLOBALPAY,FALSE
JlCSOiYzwzwmIMsADFwzn,TRUE,GLOBALPAY,FALSE
JLE3shi8PKikt8SUl1st3,TRUE,GLOBALPAY,FALSE
JlU9e1Q71Sc7sUsZhbuFV,TRUE,GLOBALPAY,FALSE
jlvHf1Ryec0y5a36hfpJP,TRUE,GLOBALPAY,FALSE
jM_dLi4uZSXClmIPaurR0,TRUE,GLOBALPAY,FALSE
jm32ECxCbd-h9AfOD7qKc,TRUE,GLOBALPAY,FALSE
Jm4pv_UgoD6j1NZp-QugX,TRUE,GLOBALPAY,FALSE
JM74lf_A5-gMrkNQfMHh8,TRUE,GLOBALPAY,FALSE
jMEFwbGLgbN5b1v_tjmzC,TRUE,GLOBALPAY,FALSE
Jmf2PrJmWmOfTp3cfyEPI,TRUE,GLOBALPAY,FALSE
jmh-Su64lPQh766-XXtpJ,TRUE,GLOBALPAY,FALSE
JMHSuO4nXRG-_NLFF4Ok5,TRUE,GLOBALPAY,FALSE
JMNLu1PWrU2nR1Ru_myua,TRUE,GLOBALPAY,FALSE
jmuaqP2PlKHHHd_piv7nd,TRUE,GLOBALPAY,FALSE
jN1gKmayAj9v9Uo4XIs33,TRUE,GLOBALPAY,FALSE
JnOPhIM6NC_IyJuJq3BAZ,TRUE,GLOBALPAY,FALSE
JnpuuVcP1tgKv6Gqlfu7U,TRUE,GLOBALPAY,FALSE
jnQ5fMn0l8v04LYI2h1w3,TRUE,GLOBALPAY,FALSE
jNsHNZE1Wh7Km_aAVVtZ8,TRUE,GLOBALPAY,FALSE
Jnyl7KZvGITRfVaSYv-Xe,TRUE,GLOBALPAY,FALSE
jo_XXEoMm9HtjonORdEj8,TRUE,GLOBALPAY,FALSE
jO5kZ23iQ5mb8Kt5dO3jQ,TRUE,GLOBALPAY,FALSE
Jo8eOldbD5LeV68HsrZ0n,TRUE,GLOBALPAY,FALSE
joCm4rdsZwoBeWPcteCkP,TRUE,GLOBALPAY,FALSE
JOEg0lbc90I8IjQnuDjKS,TRUE,GLOBALPAY,FALSE
JOjBcVRerD50pEhr7eLNM,TRUE,GLOBALPAY,FALSE
joVmqZzw__Cm94grbS44_,TRUE,GLOBALPAY,FALSE
jp3-kF2_3PR1kKvgxmGrM,TRUE,GLOBALPAY,TRUE
JP9BeZCinrps6yAnkx6og,TRUE,GLOBALPAY,FALSE
JpBgm05xSeUg7-QkSkDUg,TRUE,GLOBALPAY,FALSE
JPE71LYgbuNBTPlcKr4S9,TRUE,GLOBALPAY,FALSE
JPfzx_xKiivw-HpcdOTU8,TRUE,GLOBALPAY,FALSE
jpiEvTpM3T9G7RdSOeMCc,TRUE,GLOBALPAY,FALSE
jqc1IhJJGGfCBQjjBxxid,TRUE,GLOBALPAY,TRUE
Jqf5PnMhtldn2Ux0mHVuD,TRUE,GLOBALPAY,FALSE
JQUJuklO4PGONyKxn0_wT,TRUE,GLOBALPAY,FALSE
jR75hmEpwRd_r3n7o8QWY,TRUE,GLOBALPAY,FALSE
JRaX97jStHW0hMW-QHjl9,TRUE,GLOBALPAY,TRUE
JrT4j4Q0FsX9hYj9m5Svf,TRUE,GLOBALPAY,FALSE
Js649rqX8j9PTU19hr8Od,TRUE,GLOBALPAY,FALSE
JSCsY8yDiwmM-4tpLWtve,TRUE,GLOBALPAY,FALSE
JSkp3yMD3FRvyjnq3xesJ,TRUE,GLOBALPAY,FALSE
JSox0dm87PGcp_O87iS8g,TRUE,GLOBALPAY,FALSE
JsQtvuZt5hAkcAPJrrm3P,TRUE,GLOBALPAY,FALSE
JSYZxRNcBklRwBINjD-w3,TRUE,GLOBALPAY,FALSE
JT5CUb2A24VbQypSAkkQt,TRUE,GLOBALPAY,FALSE
jT66vi_ShyOpiVzuMtW-M,TRUE,GLOBALPAY,FALSE
jTjr-WcR_vteN53xch3x7,TRUE,GLOBALPAY,FALSE
JtLlwA5eMf2LXEzE_WTKd,TRUE,GLOBALPAY,FALSE
jtvsBsVoUWuQvUCIQ1h4q,TRUE,GLOBALPAY,FALSE
jTZ0nX4f33LhKmKUc4mhv,TRUE,GLOBALPAY,FALSE
JUAG3oJ2gIk3V5p3e8Got,TRUE,GLOBALPAY,FALSE
juAiPPmHHAMvgSZ0jcfPy,TRUE,GLOBALPAY,FALSE
juc29R8UHS1cQqXjQ0BTQ,TRUE,GLOBALPAY,FALSE
JUD12mOYhRv-L7PeFhuaZ,TRUE,GLOBALPAY,FALSE
Juko9cmGMN533G_WJNy2S,TRUE,GLOBALPAY,FALSE
JuooGGcffy-1cWCsxZcXC,TRUE,GLOBALPAY,FALSE
juRPbWCqtHErUgbiYj-gY,TRUE,GLOBALPAY,FALSE
juYGnK3KNajJJyvP9hQSL,TRUE,GLOBALPAY,FALSE
JV6t3_hKl2yupaQRZ03ZP,TRUE,GLOBALPAY,FALSE
Jvfp68no1pvrnDV4w39dh,TRUE,GLOBALPAY,FALSE
JVPkp0glA9HoxkgwtEPce,TRUE,GLOBALPAY,FALSE
JVxO61lUK2_-exFnV5ecO,TRUE,GLOBALPAY,FALSE
jwcDs3LpS4ofl5PKPySbs,TRUE,GLOBALPAY,FALSE
JWL8SAg3BPefCaH4lM51U,TRUE,GLOBALPAY,FALSE
jwxRlzJE836zyVQyIe6DN,TRUE,GLOBALPAY,FALSE
JwzWNJrR8zualrMDdO6yN,TRUE,GLOBALPAY,FALSE
jXAxUtRwNkQMi42naisnL,TRUE,GLOBALPAY,FALSE
JXcp_-Pl5d02pPFP7JjiD,TRUE,GLOBALPAY,TRUE
jxdeO7UZ0ESzk2VqO62iT,TRUE,GLOBALPAY,FALSE
jxeA7duAU294C9njIEiwf,TRUE,GLOBALPAY,FALSE
Jxj-fYTl0Vt06MBPY3uQr,TRUE,GLOBALPAY,FALSE
jXQwF5AZT01om9XwEdbCD,TRUE,GLOBALPAY,FALSE
Jxv20Ayyl8AfmaMYL4bPz,TRUE,GLOBALPAY,FALSE
jxvvvYAtTKmCeiJ_Tfc_K,TRUE,GLOBALPAY,FALSE
JXWEQGe57RX4DaVjwrRiC,TRUE,GLOBALPAY,FALSE
JY0H1BI-aBhaGSl_6gCWq,TRUE,GLOBALPAY,FALSE
Jy39MMwqXK9edh19vxVlT,TRUE,GLOBALPAY,FALSE
JY85AU7iLY4WoifHM5TBo,TRUE,GLOBALPAY,FALSE
jyB_kmSplvsxdtxZilwQ9,TRUE,GLOBALPAY,FALSE
JyOZDPEIE5i6AZyC4rZhO,TRUE,GLOBALPAY,FALSE
jYU6_JQu_a6plIQeZuYCS,TRUE,GLOBALPAY,FALSE
jZx6c-iyopp_BidZhBtB4,TRUE,GLOBALPAY,FALSE
JZYUqYjCVFVf25YQ0PHUy,TRUE,GLOBALPAY,FALSE
k_CEA0kkkGwXaSIaKpfm9,TRUE,GLOBALPAY,FALSE
k_hrjgKVv84LSn3nY0B3C,TRUE,GLOBALPAY,FALSE
k_lJGxllDVUqDKgRmwgWW,TRUE,GLOBALPAY,FALSE
K_vaY9umsnoqlQ_9c4f8K,TRUE,GLOBALPAY,FALSE
K-D32amS2JPKMXmTp8di9,TRUE,GLOBALPAY,FALSE
k-TN7mTsRVP79xETEXISy,TRUE,GLOBALPAY,FALSE
k0S8yK7-nfhkSFeFMIp5z,TRUE,GLOBALPAY,FALSE
k0XntR7nHXQZg_qLKrVS5,TRUE,GLOBALPAY,FALSE
K1aAVwO5rUo546rmlxdJF,TRUE,GLOBALPAY,FALSE
k1dJSjb-ZBRhmTNM08Heu,TRUE,GLOBALPAY,FALSE
k1raSo1BT-HNiOB-fS65a,TRUE,GLOBALPAY,FALSE
k2QJK8Z-RVwCydmh-TFII,TRUE,GLOBALPAY,FALSE
k2T2mgXLo0GC06fRsvUgD,TRUE,GLOBALPAY,FALSE
K40V9UBjH_bmf1XBbVbyt,TRUE,GLOBALPAY,FALSE
K4ewjKpoZEn7srKA7SQbH,TRUE,GLOBALPAY,FALSE
K4g3DjaOXk_Lu9_LS7Nln,TRUE,GLOBALPAY,FALSE
K4oFzMBtadjZmzQXu4_Hn,TRUE,GLOBALPAY,FALSE
K5lsOPn743pQo_ya3X9qK,TRUE,GLOBALPAY,FALSE
k5Qo2zAekYGeE_nZy5CYd,TRUE,GLOBALPAY,FALSE
K5wfyYXiN9NUI_yvTF2-8,TRUE,GLOBALPAY,FALSE
k5z1q5dIEqQ_a6zyDT_36,TRUE,GLOBALPAY,FALSE
k60nz4Ll_kbJzpEpxMdsl,TRUE,GLOBALPAY,FALSE
k6HBkU8zdgirqLkI87DD0,TRUE,GLOBALPAY,FALSE
k7BIeWOagFLpMWHlrSMhS,TRUE,GLOBALPAY,FALSE
K7p5k75tonKVgIiAfz70k,TRUE,GLOBALPAY,FALSE
K85OVu7M_j8kJqosKOI7g,TRUE,GLOBALPAY,FALSE
k8i28462i5ABF9VvSLfG0,TRUE,GLOBALPAY,FALSE
k8TvxTLp4z_jMhfbhUg6w,TRUE,GLOBALPAY,FALSE
k9Mb1I6hENjlCAOJT0Q8q,TRUE,GLOBALPAY,FALSE
K9qzszotKk39f1CyPOR6D,TRUE,GLOBALPAY,FALSE
k9wMdXIRis1kD2MlGLL45,TRUE,GLOBALPAY,FALSE
KA5M193-9jvKtGPcNvfZF,TRUE,GLOBALPAY,FALSE
KalhCqpkSz-QqgsNtsDko,TRUE,GLOBALPAY,FALSE
kAwzBDUF3J9sN3EtZ2f3Z,TRUE,GLOBALPAY,FALSE
kB7IsTN5zOkYL0o_lZh_6,TRUE,GLOBALPAY,FALSE
kBjYxx3Uyztw-BsNH7_tU,TRUE,GLOBALPAY,FALSE
kbqPtLDxlXF7Kk0sxvyQt,TRUE,GLOBALPAY,FALSE
kBSWyO30I8ra1l1OTzj6D,TRUE,GLOBALPAY,FALSE
KC_Q7-DIuZiiZZe5Ho4Ac,TRUE,GLOBALPAY,FALSE
KC06bK4sW-JCslAWIazoY,TRUE,GLOBALPAY,FALSE
Kc9zaR3UcUYv4RqOjPJbn,TRUE,GLOBALPAY,FALSE
kcmL3uYWtOWkevjarsRcO,TRUE,GLOBALPAY,FALSE
KCRVTf-Z5oF4cQ1jNH_0A,TRUE,GLOBALPAY,FALSE
KCUrVF-KgMHx3V1dgsJLb,TRUE,GLOBALPAY,FALSE
kCxFPQT1YHkQGi7S4JzO3,TRUE,GLOBALPAY,FALSE
KCZmiDx-k57gAvI0eZDRm,TRUE,GLOBALPAY,FALSE
KD36PESPtz2WDGWHr3vHS,TRUE,GLOBALPAY,FALSE
kDGZQpdEjlif8Q4TS1irb,TRUE,GLOBALPAY,FALSE
kDrGivCsongQ7ctXD-GRq,TRUE,GLOBALPAY,FALSE
kdSFDJaxxisPvRo12Ak0I,TRUE,GLOBALPAY,FALSE
KdsXo1vWHAd__bK1AGrbf,TRUE,GLOBALPAY,FALSE
KDzutgjxsqF-3AghG-wKR,TRUE,GLOBALPAY,FALSE
kEiI_EYcx8c57w1l1IK3c,TRUE,GLOBALPAY,FALSE
KEMNtMFfXK0bYp-j2X0Xx,TRUE,GLOBALPAY,FALSE
KEreN9BjFv9zZ2RgRJeEI,TRUE,GLOBALPAY,FALSE
KET3u2vj8wte7H5_iiGix,TRUE,GLOBALPAY,FALSE
kf1FAPEnzf3wopqVMh15k,TRUE,GLOBALPAY,FALSE
Kf3Cyocxi9mW9RSZl-GFT,TRUE,GLOBALPAY,FALSE
kfFF3eE4tKNHiv6D6-c5e,TRUE,GLOBALPAY,FALSE
kg_yWMj4v0KV-jtdlMjd1,TRUE,GLOBALPAY,FALSE
KG3pBzq9TMshOlHYH5Wn7,TRUE,GLOBALPAY,FALSE
Kg3pFhif6qW4RgZlItgRB,TRUE,GLOBALPAY,FALSE
kG9HL0bp3adgqGB8Qozru,TRUE,GLOBALPAY,FALSE
KGHUHgR8FopW9C7exACW6,TRUE,GLOBALPAY,FALSE
kgi6cBpQll72KuArtuExI,TRUE,GLOBALPAY,FALSE
kgIfN5TTkhO4KnWDAnjyQ,TRUE,GLOBALPAY,TRUE
kGIo1lF1mScBtc0RDEPz5,TRUE,GLOBALPAY,FALSE
KGIVyvZk2ZbtFtxwx1LIl,TRUE,GLOBALPAY,FALSE
kGPrRfF3BX1SW0nBxfauK,TRUE,GLOBALPAY,FALSE
kHe1XzsSRGf6ItQuFyMxy,TRUE,GLOBALPAY,FALSE
khMQAYn_1pCN35RUSSY-e,TRUE,GLOBALPAY,FALSE
KhSOee8FjXPA7SOjL7yMO,TRUE,GLOBALPAY,FALSE
Ki0VAdMK4jkr2BFfVVcJe,TRUE,GLOBALPAY,FALSE
kiEtZzsF7Z6mfCbDv6g3q,TRUE,GLOBALPAY,FALSE
KIMesMt67_PwqynGaeWLb,TRUE,GLOBALPAY,FALSE
kIxKNLFEmonKhFDphy90b,TRUE,GLOBALPAY,FALSE
KiZY9kaobbBsMgMcVurU8,TRUE,GLOBALPAY,FALSE
KIZyb21-4sBYZFkpsAJ7k,TRUE,GLOBALPAY,FALSE
Kj4iGuhJTnLqm1oDsM-0e,TRUE,GLOBALPAY,FALSE
KjBkJ8cbNES50Bi09aZix,TRUE,GLOBALPAY,FALSE
kJfZv8n2QhgP3K_TX5xEV,TRUE,GLOBALPAY,FALSE
kK_yF9BE54TXkhItRuk3Q,TRUE,GLOBALPAY,FALSE
KKh_jfwTUO1XCoyfa_LKv,TRUE,GLOBALPAY,FALSE
Klev5DfGF6yrhFwYNuJy9,TRUE,GLOBALPAY,FALSE
kLfpCcVT3ZHPUvOQeH6J8,TRUE,GLOBALPAY,FALSE
KLg6bH3yxBxIpeBOqn9oA,TRUE,GLOBALPAY,FALSE
kLJDHwDvfOAaOIhxoWV-9,TRUE,GLOBALPAY,FALSE
kLRIgTnVzU3f9rDB2udGT,TRUE,GLOBALPAY,FALSE
kLXcLF0STq-47pxX39ZPn,TRUE,GLOBALPAY,FALSE
Km-6CD80TWBimYPKWnJOZ,TRUE,GLOBALPAY,FALSE
kmaNO5r_Sk53cgVSbdUAp,TRUE,GLOBALPAY,FALSE
KmbUsEiSG8ErGYJW0XLml,TRUE,GLOBALPAY,FALSE
KMji88fbl8J6Uu9SBqAsl,TRUE,GLOBALPAY,FALSE
kmqTusgJeo-gy3wZ53dw0,TRUE,GLOBALPAY,FALSE
kn0F2azH6kuclIRUqLtQc,TRUE,GLOBALPAY,FALSE
kn4Ku79tbR2zNz_Ak1fb2,TRUE,GLOBALPAY,FALSE
kNKowlHbFJQtR_X32DYmG,TRUE,GLOBALPAY,FALSE
kNQ2-EmEwmsSBG6zqXLl3,TRUE,GLOBALPAY,FALSE
knqwtJSAUiKmq-1oBPNXT,TRUE,GLOBALPAY,FALSE
kOFRvV54-p0WqsllBNBXK,TRUE,GLOBALPAY,FALSE
KoU335CmEIXwdqwAZR2TL,TRUE,GLOBALPAY,TRUE
kOUwqTXttJH0_CVnixqNf,TRUE,GLOBALPAY,FALSE
kowYPobfMEuVTv4TCSXdh,TRUE,GLOBALPAY,FALSE
KOxGd4Z_TcPUei_iHpu-f,TRUE,GLOBALPAY,FALSE
KP0pz33f5t4I_3dij1Ci7,TRUE,GLOBALPAY,FALSE
kpa_2o6Z7qwJPbUf5khAC,TRUE,GLOBALPAY,FALSE
KPG0gutq6o6GKadfpy_ZT,TRUE,GLOBALPAY,FALSE
Kq3nvFLLRX59RRdpnhl1r,TRUE,GLOBALPAY,FALSE
KqApzuqgCMJ_3BIvmk5Od,TRUE,GLOBALPAY,FALSE
KqByTnviMVWQxnAviA1t-,TRUE,GLOBALPAY,FALSE
kqEHFR0sO1yihi_76T7bs,TRUE,GLOBALPAY,FALSE
kqQmOc2EmuZcUxmdbdCpz,TRUE,GLOBALPAY,FALSE
kQuDd0zmQRKla8RZoBcTe,TRUE,GLOBALPAY,FALSE
KR-EENQ_hiRd6_mnMSt4j,TRUE,GLOBALPAY,FALSE
KrdTfPeO_VRPyN8_HEGNu,TRUE,GLOBALPAY,FALSE
kRQDZNuiX9Srkkh7tlEVC,TRUE,GLOBALPAY,FALSE
kRwE_J0sYjpzhwmJeV1_Z,TRUE,GLOBALPAY,FALSE
KSHCBT2c_FT3b_HR0XQX6,TRUE,GLOBALPAY,FALSE
kSsY3-vfFTRpNna66AcPW,TRUE,GLOBALPAY,FALSE
kt0Wxy3GnXScjVW99FwSO,TRUE,GLOBALPAY,FALSE
Kt99KcAfXPKURKc5x0Xhe,TRUE,GLOBALPAY,FALSE
kTa_40RhbLJnGAdTv6JWC,TRUE,GLOBALPAY,FALSE
KTcdGvMd2bfqllHciWix4,TRUE,GLOBALPAY,FALSE
KTRJem0k72hK6TGIIjsGw,TRUE,GLOBALPAY,FALSE
kTTZTSg4hwLVouLIpFZIV,TRUE,GLOBALPAY,FALSE
kTurw6mCpZrZoifKxpZS0,TRUE,GLOBALPAY,FALSE
Ku1D6-u8oWqwF8jKevux1,TRUE,GLOBALPAY,FALSE
KUbyWa7-9XpcJb0jxjl9G,TRUE,GLOBALPAY,FALSE
KudemoSRb1J4oP66aU16A,TRUE,GLOBALPAY,FALSE
kuI9J5FmshwzbSWUJe2GL,TRUE,GLOBALPAY,FALSE
KuVDc6epT7YWagmdZp2J9,TRUE,GLOBALPAY,FALSE
KUViV13SwjqKemU2l9YNx,TRUE,GLOBALPAY,FALSE
kUY71xfq4KvocGCPbVPoe,TRUE,GLOBALPAY,FALSE
kvbjNBPsEAH2hSTl1Ezay,TRUE,GLOBALPAY,FALSE
kvCehUfTlf27JLnJhmXha,TRUE,GLOBALPAY,FALSE
KvXB7jxmTW_dSSFI-RoBx,TRUE,GLOBALPAY,FALSE
KvY8fL9Og-eWvcQ9X5RQc,TRUE,GLOBALPAY,FALSE
kW0eYE0y7GDYrrI9L_4l7,TRUE,GLOBALPAY,FALSE
Kw6y0pQmG7sIbzD5wqyCd,TRUE,GLOBALPAY,FALSE
Kw8l6YQNl2_7cE1KwGcdB,TRUE,GLOBALPAY,FALSE
KWb0ekI8ZWevWvAtmFqwi,TRUE,GLOBALPAY,FALSE
kWHPHh3735bBDmTfeLE-5,TRUE,GLOBALPAY,FALSE
KwL-WOxEycy0XWnWkYnUQ,TRUE,GLOBALPAY,FALSE
kwv6tzSMMM5SnigsrQYY1,TRUE,GLOBALPAY,FALSE
kx2HgoduwzWBqX03pj-LX,TRUE,GLOBALPAY,FALSE
kXnawc0ii1P3wFYsPZG0P,TRUE,GLOBALPAY,FALSE
kXsC_97RSu0XGd3tok4Db,TRUE,GLOBALPAY,FALSE
kxTliKCHOstz3K-IRpZ8A,TRUE,GLOBALPAY,FALSE
kxXcvlNtQ_kwJQpH1rloY,TRUE,GLOBALPAY,FALSE
KXYMu5T_utbaEMZVGFxOS,TRUE,GLOBALPAY,FALSE
ky7zMh5IxPO0HOkPjLDBL,TRUE,GLOBALPAY,FALSE
KYfe6k9jlycTtmrysDbKO,TRUE,GLOBALPAY,FALSE
Kz391rPP8BIHVtqFGllu_,TRUE,GLOBALPAY,FALSE
kZ5TohpEJ6rGPENzquTSI,TRUE,GLOBALPAY,FALSE
KzenwIxgFRACM1lkrE58A,TRUE,GLOBALPAY,FALSE
KZfE4V7CfHFfvpoME-IAq,TRUE,GLOBALPAY,FALSE
KzpM1uL0VC6VvDNvePFCE,TRUE,GLOBALPAY,FALSE
L_SGUGog6nGTN6B0hhOXW,TRUE,GLOBALPAY,FALSE
L_tn8IERhDYCEchtisXJ1,TRUE,GLOBALPAY,FALSE
L_TYE09mg2lo-BuyA1OqL,TRUE,GLOBALPAY,FALSE
L_vKvomyLRapZ08ArLA3I,TRUE,GLOBALPAY,FALSE
l_YAnHQQQlM-p8MIEycJR,TRUE,GLOBALPAY,FALSE
L-eBgo8yGYEIEGolYDB6_,TRUE,GLOBALPAY,FALSE
l0Hk7ACpWDl2lMdUN8Ysn,TRUE,GLOBALPAY,FALSE
l0HuZnO2o88jxxheYp9W9,TRUE,GLOBALPAY,FALSE
L2eF9pHt-XoTdmYyoavUC,TRUE,GLOBALPAY,FALSE
L2L19xPWfFoN5n1QqD32_,TRUE,GLOBALPAY,FALSE
L3sX9mU9xw3wtJ77IpIHD,TRUE,GLOBALPAY,FALSE
l3wNcvH5UQTG3QKgelL0p,TRUE,GLOBALPAY,FALSE
l4Fz3ZSCXqze1DoUW2zSe,TRUE,GLOBALPAY,FALSE
L4JrMJb8Ch5zWx62htOZj,TRUE,GLOBALPAY,TRUE
L4v-9GQ85DBSOHDKiGYLs,TRUE,GLOBALPAY,FALSE
L5_WCmBxUXGwLYT2vx7bU,TRUE,GLOBALPAY,FALSE
l6tYBVoX8RATTnfvcK5YY,TRUE,GLOBALPAY,FALSE
l81uy2IxuJmPcMrlNjjN8,TRUE,GLOBALPAY,FALSE
L8nu53u0OYhRFO2JU6Ilw,TRUE,GLOBALPAY,FALSE
l9HlYfSYkXyOYWUECD1CJ,TRUE,GLOBALPAY,FALSE
l9sZp-HfJui5MWX4R-1-Y,TRUE,GLOBALPAY,FALSE
LA32Wd0bYJ7zgBYW51x1E,TRUE,GLOBALPAY,TRUE
LAbZjdXSh28Zdp8Yz7SEY,TRUE,GLOBALPAY,FALSE
LAmHw0xqQMqQlc2j0frgE,TRUE,GLOBALPAY,FALSE
LanppGvZ5LDeSXpy0NIUy,TRUE,GLOBALPAY,FALSE
lbd2I0hbFCT8VvveBPhpA,TRUE,GLOBALPAY,FALSE
LbPv9osbrV630CjbKvzc9,TRUE,GLOBALPAY,FALSE
LBsIxmwNt2KeQ1dTDetfu,TRUE,GLOBALPAY,FALSE
lBugtWtGAc3lt6RPH1wAx,TRUE,GLOBALPAY,FALSE
lbUvmwyGduOlkZPDlQlhD,TRUE,GLOBALPAY,FALSE
lBV0QH0T8293msAac8Lih,TRUE,GLOBALPAY,FALSE
lbwXzhzItQz8kKa_mPrrq,TRUE,GLOBALPAY,FALSE
LCtq1Rwky_1B8tcUXTuGm,TRUE,GLOBALPAY,FALSE
Ld_CU5DIj0BMhhjH2fJWw,TRUE,GLOBALPAY,FALSE
ldALDHLvNWdkfCyAGKRHi,TRUE,GLOBALPAY,FALSE
ldb1M3iW2UzCy2V5E8bU6,TRUE,GLOBALPAY,FALSE
ldHaaCADLoR77OPnzKipI,TRUE,GLOBALPAY,FALSE
ldjp_rjq__YcYYWdGvuMQ,TRUE,GLOBALPAY,FALSE
LdPPAd5DtEiuIqe7mbRO-,TRUE,GLOBALPAY,FALSE
lDqyd6tZBFvIjp-0RmM42,TRUE,GLOBALPAY,FALSE
lE3VbBkYYgk1zpwE7Y2W7,TRUE,GLOBALPAY,FALSE
lEAHO9-xP2Cdq6XFSAB8G,TRUE,GLOBALPAY,FALSE
lelYWNERLrP1iE_FPB5Yj,TRUE,GLOBALPAY,FALSE
lEm_DkJFOxb9tdZD2-XZd,TRUE,GLOBALPAY,FALSE
LEMgkFDk-HE3oN0grIEvA,TRUE,GLOBALPAY,FALSE
leNc6LVyxQ0vC4Oq-zLno,TRUE,GLOBALPAY,FALSE
LeO5o4tm-v1Gyece3Mh99,TRUE,GLOBALPAY,FALSE
lET0eLzN02lcEK4TUuCIw,TRUE,GLOBALPAY,FALSE
LF1kxIryba32KlMJBTdYa,TRUE,GLOBALPAY,FALSE
LF4dGyOJdaN7GRqOeclDj,TRUE,GLOBALPAY,FALSE
lf859zz5KZfzstLv_bVgb,TRUE,GLOBALPAY,FALSE
lfik19H1dns6VRg6u7H_l,TRUE,GLOBALPAY,FALSE
LfjkLCKVF8T_K7eGYHP1b,TRUE,GLOBALPAY,FALSE
lFk6zmDFwUsckZvQOlRZt,TRUE,GLOBALPAY,FALSE
lFmT3j939VcyYAklwe00o,TRUE,GLOBALPAY,FALSE
LfOAW7XjuqXD7UwPcbFYc,TRUE,GLOBALPAY,FALSE
lFQYh57tgfGCDKWkIp3Kn,TRUE,GLOBALPAY,FALSE
LftIlpV-YIDfQz73zJD_I,TRUE,GLOBALPAY,FALSE
lfy2OJCZr_yxM8ydN7lIx,TRUE,GLOBALPAY,FALSE
LfYhTRTWWq450BM2j1DbW,TRUE,GLOBALPAY,FALSE
Lg3OVSc7ztm9Q6s6Q_44D,TRUE,GLOBALPAY,FALSE
LGfF_odRWEeFqJSxG6Sy-,TRUE,GLOBALPAY,TRUE
LgV2DEUpybqbI-iLOnS_a,TRUE,GLOBALPAY,FALSE
lGz1H6UzQ6r8SvYuH1EYc,TRUE,GLOBALPAY,FALSE
lHDh1UP393vMsTGB4wB0L,TRUE,GLOBALPAY,FALSE
LHiOIPsavScwOqWZi6V2h,TRUE,GLOBALPAY,FALSE
lhm7ZkhyAF7oPqfW97ByT,TRUE,GLOBALPAY,FALSE
lHrIFoHvsAZ6fVxHYd8T0,TRUE,GLOBALPAY,FALSE
lHrowN7Z7aJB3mjqY1rRj,TRUE,GLOBALPAY,FALSE
LhtbO9kDbuNr8EPnQsFxR,TRUE,GLOBALPAY,FALSE
LI_vrZq0R0RwnhrS58N8X,TRUE,GLOBALPAY,FALSE
Li06oc3yUZhNioU9na9Bw,TRUE,GLOBALPAY,FALSE
Li3iU7MmW0ArtHQ8E_qTP,TRUE,GLOBALPAY,FALSE
li7EyAeOEthJa1WF189v8,TRUE,GLOBALPAY,FALSE
li7QRxUBnl07bUz5FKI8V,TRUE,GLOBALPAY,FALSE
lic46aIc5vbS-3cXAUNAa,TRUE,GLOBALPAY,FALSE
LIi9m1mY31ZCY43p3-xd5,TRUE,GLOBALPAY,FALSE
liJDNU60pOifqbYoTxfP4,TRUE,GLOBALPAY,FALSE
lIp5xBQFeU2an6OJvOEoP,TRUE,GLOBALPAY,FALSE
LJ0_OAtBX_Y6vaT4JFKq9,TRUE,GLOBALPAY,FALSE
LJ8DhVHx5Ra69zrV597SA,TRUE,GLOBALPAY,FALSE
lJ9v63iNa8Fdyb7QYv7OQ,TRUE,GLOBALPAY,FALSE
ljHUb97x-XQ9V12bEf0mc,TRUE,GLOBALPAY,FALSE
LJImZlGH_iUceW3Xyv1ab,TRUE,GLOBALPAY,FALSE
ljIzCeHw5G0jyPvpvHRBW,TRUE,GLOBALPAY,FALSE
LJJSQwprn_RjAJf0NryLT,TRUE,GLOBALPAY,FALSE
ljl3zwfLpXssb96mfWpVp,TRUE,GLOBALPAY,TRUE
