external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,rates
ooC0HuBWWPgzejWl5I0YS,TRUE,GLOBALPAY,evt_1E1C0vM3dSeAm6oq4SReKLQ,2019-04-23T14:24:00.000Z,DECLINED,FALSE,103486.77,MX,MXN,"{""CAD"":1.374103119150734,""EUR"":0.7648637876564323,""MXN"":25.070133335243643,""USD"":1,""SGD"":1.471578716472378,""AUD"":1.6187242791020826,""GBP"":0.7060211283729839}"
guaEDehPNEDF7PldBGcUn,TRUE,GLOBALPAY,evt_1E0ddzj_Ybd_F3r8qxxp_25,2019-04-23T19:12:00.000Z,ACCEPTED,FALSE,103731.5,MX,MXN,"{""CAD"":1.374103119150734,""EUR"":0.7648637876564323,""MXN"":25.070133335243643,""USD"":1,""SGD"":1.471578716472378,""AUD"":1.6187242791020826,""GBP"":0.7060211283729839}"
UUbG4myEy5vVdSP3-JqHy,TRUE,GLOBALPAY,evt_1Esrzk6xAQ4P2FdZHgZpnFM,2019-04-23T00:00:00.000Z,ACCEPTED,FALSE,98469.47,UK,GBP,"{""CAD"":1.3712354528748532,""EUR"":0.760561342808399,""MXN"":25.071008441926477,""USD"":1,""SGD"":1.4752836185460214,""AUD"":1.6200404094582415,""GBP"":0.7016204750565553}"
apWWSfnX0cZbe5xeGeIk5,TRUE,GLOBALPAY,evt_1Ew44uTLlDh7d0OGeiJFRFq,2019-04-23T04:48:00.000Z,DECLINED,FALSE,98471.65,UK,GBP,"{""CAD"":1.3712354528748532,""EUR"":0.760561342808399,""MXN"":25.071008441926477,""USD"":1,""SGD"":1.4752836185460214,""AUD"":1.6200404094582415,""GBP"":0.7016204750565553}"
Z4jo1IQpqHOGNpW-e8Y2x,TRUE,GLOBALPAY,evt_1EDWh1_MkuudNwy8CNSS6yZ,2019-04-23T09:36:00.000Z,ACCEPTED,FALSE,98976.15,UK,GBP,"{""CAD"":1.3712354528748532,""EUR"":0.760561342808399,""MXN"":25.071008441926477,""USD"":1,""SGD"":1.4752836185460214,""AUD"":1.6200404094582415,""GBP"":0.7016204750565553}"
8ZzJ7V7DwvArl0ps6bA4U,TRUE,GLOBALPAY,evt_1EthrP9jClRvWBs1q6uGG-2,2019-04-23T14:24:00.000Z,ACCEPTED,FALSE,99498.65,UK,GBP,"{""CAD"":1.3712354528748532,""EUR"":0.760561342808399,""MXN"":25.071008441926477,""USD"":1,""SGD"":1.4752836185460214,""AUD"":1.6200404094582415,""GBP"":0.7016204750565553}"
pUuYNDIuN4OFo6mqlXklb,TRUE,GLOBALPAY,evt_1Ezr1DJA1ZJI3qdjzd7lqTl,2019-04-23T19:12:00.000Z,ACCEPTED,FALSE,99699.25,UK,GBP,"{""CAD"":1.3712354528748532,""EUR"":0.760561342808399,""MXN"":25.071008441926477,""USD"":1,""SGD"":1.4752836185460214,""AUD"":1.6200404094582415,""GBP"":0.7016204750565553}"
WHHrOgiRyI1GCNzyhUfqg,TRUE,GLOBALPAY,evt_1EQOO7IilzL0rFSIfz8SPf6,2019-04-23T00:00:00.000Z,DECLINED,FALSE,107342.31,FR,EUR,"{""CAD"":1.3697680861964354,""EUR"":0.7571120842868654,""MXN"":25.071685938030615,""USD"":1,""SGD"":1.4740060611916448,""AUD"":1.620681442167139,""GBP"":0.7025177113453243}"
vNv7Wu2uUjBb79ZMxjxpq,TRUE,GLOBALPAY,evt_1E1k7L5QZe-AcnZ_R7u15xG,2019-04-23T04:48:00.000Z,ACCEPTED,FALSE,107302.78,FR,EUR,"{""CAD"":1.3697680861964354,""EUR"":0.7571120842868654,""MXN"":25.071685938030615,""USD"":1,""SGD"":1.4740060611916448,""AUD"":1.620681442167139,""GBP"":0.7025177113453243}"
im17MwMlvFiqZwvOeV5l9,TRUE,GLOBALPAY,evt_1EwO3_lbw_53vcclKthbG-1,2019-04-23T09:36:00.000Z,DECLINED,FALSE,107986.61,FR,EUR,"{""CAD"":1.3697680861964354,""EUR"":0.7571120842868654,""MXN"":25.071685938030615,""USD"":1,""SGD"":1.4740060611916448,""AUD"":1.620681442167139,""GBP"":0.7025177113453243}"
yIaRpa0_cpSV-5RBRMm8E,TRUE,GLOBALPAY,evt_1EAsRhTcazHYBM62vUx12e8,2019-04-23T14:24:00.000Z,ACCEPTED,FALSE,108379.71,FR,EUR,"{""CAD"":1.3697680861964354,""EUR"":0.7571120842868654,""MXN"":25.071685938030615,""USD"":1,""SGD"":1.4740060611916448,""AUD"":1.620681442167139,""GBP"":0.7025177113453243}"
pyt-JvONIOSXeAXKLmnqx,TRUE,GLOBALPAY,evt_1EranBBZidwfUK9UtFS9G9B,2019-04-23T19:12:00.000Z,DECLINED,FALSE,109076.56,FR,EUR,"{""CAD"":1.3697680861964354,""EUR"":0.7571120842868654,""MXN"":25.071685938030615,""USD"":1,""SGD"":1.4740060611916448,""AUD"":1.620681442167139,""GBP"":0.7025177113453243}"
BmExwpEQs5wnRFaBTb2ZD,TRUE,GLOBALPAY,evt_1EtSqHH_qbIzR_jO0cezeBG,2019-04-23T00:00:00.000Z,DECLINED,FALSE,112015.16,CA,CAD,"{""CAD"":1.366301539325058,""EUR"":0.7558441486903643,""MXN"":25.06920448964427,""USD"":1,""SGD"":1.4726808571083134,""AUD"":1.6225562643291154,""GBP"":0.6981505492158105}"
pRNB1ZME74mVLOifVWHUC,TRUE,GLOBALPAY,evt_1ECEsa8g7-TeIo2hTfdOtIa,2019-04-23T04:48:00.000Z,ACCEPTED,FALSE,111996,CA,CAD,"{""CAD"":1.366301539325058,""EUR"":0.7558441486903643,""MXN"":25.06920448964427,""USD"":1,""SGD"":1.4726808571083134,""AUD"":1.6225562643291154,""GBP"":0.6981505492158105}"
PeJLkOE1ZWltWZ3c2s9SK,TRUE,GLOBALPAY,evt_1E8eyz4Ry-uAWc3Yv8df_DH,2019-04-23T09:36:00.000Z,ACCEPTED,FALSE,112207.21,CA,CAD,"{""CAD"":1.366301539325058,""EUR"":0.7558441486903643,""MXN"":25.06920448964427,""USD"":1,""SGD"":1.4726808571083134,""AUD"":1.6225562643291154,""GBP"":0.6981505492158105}"
YNI5Oof6lLjer0KRrVQFK,TRUE,GLOBALPAY,evt_1EXU0kk6ObWLkmVxiI8AUT9,2019-04-23T14:24:00.000Z,ACCEPTED,FALSE,112890.28,CA,CAD,"{""CAD"":1.366301539325058,""EUR"":0.7558441486903643,""MXN"":25.06920448964427,""USD"":1,""SGD"":1.4726808571083134,""AUD"":1.6225562643291154,""GBP"":0.6981505492158105}"
uK9gmjZqNImj09RnOmCFc,TRUE,GLOBALPAY,evt_1EQtYVoGZbSFc1miOBJ35GU,2019-04-23T19:12:00.000Z,ACCEPTED,FALSE,113303.45,CA,CAD,"{""CAD"":1.366301539325058,""EUR"":0.7558441486903643,""MXN"":25.06920448964427,""USD"":1,""SGD"":1.4726808571083134,""AUD"":1.6225562643291154,""GBP"":0.6981505492158105}"
XIxGzxSvZ7aW9fJwuAFad,TRUE,GLOBALPAY,evt_1EfJpi0I9bZZ8jFNEGTZwzd,2019-04-23T00:00:00.000Z,DECLINED,FALSE,114766.05,AE,USD,"{""CAD"":1.3690991341197507,""EUR"":0.7534477453798445,""MXN"":25.073161773590318,""USD"":1,""SGD"":1.4705038994387138,""AUD"":1.6220597160368486,""GBP"":0.6994222543753151}"
X21er94AkPtpNxSUDsmAx,TRUE,GLOBALPAY,evt_1Eefvr6xu9v4SNh5xXvz9Yh,2019-04-23T04:48:00.000Z,DECLINED,FALSE,115211.05,AE,USD,"{""CAD"":1.3690991341197507,""EUR"":0.7534477453798445,""MXN"":25.073161773590318,""USD"":1,""SGD"":1.4705038994387138,""AUD"":1.6220597160368486,""GBP"":0.6994222543753151}"
0KX_FxMJ6yqaEFLet6kD_,TRUE,GLOBALPAY,evt_1Eu9qf8SmDOi-JbE0Jdj5zj,2019-04-23T09:36:00.000Z,ACCEPTED,FALSE,114987.56,AE,USD,"{""CAD"":1.3690991341197507,""EUR"":0.7534477453798445,""MXN"":25.073161773590318,""USD"":1,""SGD"":1.4705038994387138,""AUD"":1.6220597160368486,""GBP"":0.6994222543753151}"
ze6CdPnbydDWocxw9vhth,TRUE,GLOBALPAY,evt_1EX_hk5nGKTlzTIA25KwDIk,2019-04-23T14:24:00.000Z,ACCEPTED,FALSE,114852.48,AE,USD,"{""CAD"":1.3690991341197507,""EUR"":0.7534477453798445,""MXN"":25.073161773590318,""USD"":1,""SGD"":1.4705038994387138,""AUD"":1.6220597160368486,""GBP"":0.6994222543753151}"
ofq7dzxWgkeX_G5GJuZwT,TRUE,GLOBALPAY,evt_1E6k-t5GN7qMHkSpcVo0hpv,2019-04-23T19:12:00.000Z,DECLINED,FALSE,115372.92,AE,USD,"{""CAD"":1.3690991341197507,""EUR"":0.7534477453798445,""MXN"":25.073161773590318,""USD"":1,""SGD"":1.4705038994387138,""AUD"":1.6220597160368486,""GBP"":0.6994222543753151}"
k1raSo1BT-HNiOB-fS65a,TRUE,GLOBALPAY,evt_1EkTnafs8DYR8qC98ML4ygf,2019-04-24T00:00:00.000Z,DECLINED,FALSE,106168.03,US,USD,"{""CAD"":1.3702409788188756,""EUR"":0.7521263748579327,""MXN"":25.06927529430006,""USD"":1,""SGD"":1.4747787900235652,""AUD"":1.6239497942897676,""GBP"":0.7038927823646233}"
nNtBNt7aSbC1kP_9YG6Wa,TRUE,GLOBALPAY,evt_1EuOFYyU99C_eOFCf4LTJcd,2019-04-24T04:48:00.000Z,ACCEPTED,FALSE,106159.05,US,USD,"{""CAD"":1.3702409788188756,""EUR"":0.7521263748579327,""MXN"":25.06927529430006,""USD"":1,""SGD"":1.4747787900235652,""AUD"":1.6239497942897676,""GBP"":0.7038927823646233}"
PmZIDKi4zGht7BBbKmz6R,TRUE,GLOBALPAY,evt_1EcpcmbUCcHVd6yHVs6YXc4,2019-04-24T09:36:00.000Z,DECLINED,FALSE,106705.75,US,USD,"{""CAD"":1.3702409788188756,""EUR"":0.7521263748579327,""MXN"":25.06927529430006,""USD"":1,""SGD"":1.4747787900235652,""AUD"":1.6239497942897676,""GBP"":0.7038927823646233}"
pM8HBg6O-sO_hb8t9yCMH,TRUE,GLOBALPAY,evt_1EMkQUMuGm0UtadMAebLx7C,2019-04-24T14:24:00.000Z,ACCEPTED,FALSE,106674.47,US,USD,"{""CAD"":1.3702409788188756,""EUR"":0.7521263748579327,""MXN"":25.06927529430006,""USD"":1,""SGD"":1.4747787900235652,""AUD"":1.6239497942897676,""GBP"":0.7038927823646233}"
A6RisiHEbzkVmjcHoYe9x,TRUE,GLOBALPAY,evt_1E2KbRCu1H1ZfFumSVNRx6N,2019-04-24T19:12:00.000Z,DECLINED,FALSE,106417.76,US,USD,"{""CAD"":1.3702409788188756,""EUR"":0.7521263748579327,""MXN"":25.06927529430006,""USD"":1,""SGD"":1.4747787900235652,""AUD"":1.6239497942897676,""GBP"":0.7038927823646233}"
ydJGBAHrNW_VSJoOlktUJ,TRUE,GLOBALPAY,evt_1EoQD7yjeBgFH3IfB23s_0p,2019-04-24T00:00:00.000Z,ACCEPTED,FALSE,103517.47,MX,MXN,"{""CAD"":1.374047391206265,""EUR"":0.7527961492489285,""MXN"":25.064505999394115,""USD"":1,""SGD"":1.4742224642922697,""AUD"":1.6281322281115795,""GBP"":0.7018317071779602}"
i1dWNMPqg1bhJSFQFJYJH,TRUE,GLOBALPAY,evt_1EI5lQFjSiCJpDibpVLgm4M,2019-04-24T04:48:00.000Z,DECLINED,FALSE,103299.01,MX,MXN,"{""CAD"":1.374047391206265,""EUR"":0.7527961492489285,""MXN"":25.064505999394115,""USD"":1,""SGD"":1.4742224642922697,""AUD"":1.6281322281115795,""GBP"":0.7018317071779602}"
v4-NU0vTDaCiaCYAKbLCa,TRUE,GLOBALPAY,evt_1E5XxfLKzs6lhSzvO0mDNyz,2019-04-24T09:36:00.000Z,ACCEPTED,FALSE,103603.87,MX,MXN,"{""CAD"":1.374047391206265,""EUR"":0.7527961492489285,""MXN"":25.064505999394115,""USD"":1,""SGD"":1.4742224642922697,""AUD"":1.6281322281115795,""GBP"":0.7018317071779602}"
DFblF8616NmakcmKCnQGf,TRUE,GLOBALPAY,evt_1E4H-SAzl0YGNhSerKqfsrO,2019-04-24T14:24:00.000Z,ACCEPTED,FALSE,104167.04,MX,MXN,"{""CAD"":1.374047391206265,""EUR"":0.7527961492489285,""MXN"":25.064505999394115,""USD"":1,""SGD"":1.4742224642922697,""AUD"":1.6281322281115795,""GBP"":0.7018317071779602}"
YRQfP0xcau4xgzFJKJyf8,TRUE,GLOBALPAY,evt_1EI2Efh-ERpuufocPQsmFRF,2019-04-24T19:12:00.000Z,DECLINED,FALSE,104642.01,MX,MXN,"{""CAD"":1.374047391206265,""EUR"":0.7527961492489285,""MXN"":25.064505999394115,""USD"":1,""SGD"":1.4742224642922697,""AUD"":1.6281322281115795,""GBP"":0.7018317071779602}"
u0hrgJYWJYyJa764sUBla,TRUE,GLOBALPAY,evt_1ECd9AZ0lzKnLp8P1mAeskw,2019-04-24T00:00:00.000Z,DECLINED,FALSE,99768.52,UK,GBP,"{""CAD"":1.3770173063524282,""EUR"":0.7574486350846444,""MXN"":25.06424012841587,""USD"":1,""SGD"":1.4702581571170341,""AUD"":1.6255373105095785,""GBP"":0.702589886252482}"
HczC35nvCBD8l3S4LH_WY,TRUE,GLOBALPAY,evt_1Eiuywhj5NxQ7WR2fP-oqYU,2019-04-24T04:48:00.000Z,ACCEPTED,FALSE,100180.54,UK,GBP,"{""CAD"":1.3770173063524282,""EUR"":0.7574486350846444,""MXN"":25.06424012841587,""USD"":1,""SGD"":1.4702581571170341,""AUD"":1.6255373105095785,""GBP"":0.702589886252482}"
cotfm3dLX1-GHh3QlUX5r,TRUE,GLOBALPAY,evt_1E0s6RdrjRv6UXGeiA7Kh2O,2019-04-24T09:36:00.000Z,ACCEPTED,FALSE,100410.54,UK,GBP,"{""CAD"":1.3770173063524282,""EUR"":0.7574486350846444,""MXN"":25.06424012841587,""USD"":1,""SGD"":1.4702581571170341,""AUD"":1.6255373105095785,""GBP"":0.702589886252482}"
3TdFWVbrWvK3DBFvVEGXm,TRUE,GLOBALPAY,evt_1EPOYMQlnE26E8WztCYhVx8,2019-04-24T14:24:00.000Z,DECLINED,FALSE,101007.75,UK,GBP,"{""CAD"":1.3770173063524282,""EUR"":0.7574486350846444,""MXN"":25.06424012841587,""USD"":1,""SGD"":1.4702581571170341,""AUD"":1.6255373105095785,""GBP"":0.702589886252482}"
6YIBVVYG8-j4Z4DvRA23r,TRUE,GLOBALPAY,evt_1EFICcm7CDJZGSDojucO36o,2019-04-24T19:12:00.000Z,DECLINED,FALSE,101109.1,UK,GBP,"{""CAD"":1.3770173063524282,""EUR"":0.7574486350846444,""MXN"":25.06424012841587,""USD"":1,""SGD"":1.4702581571170341,""AUD"":1.6255373105095785,""GBP"":0.702589886252482}"
woZs-jdmEvXuxncW4PrAg,TRUE,GLOBALPAY,evt_1E22aZaSvPi2ZUWMPlRfKQu,2019-04-24T00:00:00.000Z,ACCEPTED,FALSE,108835.8,FR,EUR,"{""CAD"":1.3811668011360856,""EUR"":0.762217917977805,""MXN"":25.060431866136092,""USD"":1,""SGD"":1.4722674938507092,""AUD"":1.6258199858743998,""GBP"":0.7050046081438446}"
FG_OK3gX9XHEZg-7x4A8W,TRUE,GLOBALPAY,evt_1EfBHbWft1XiMM8C-Kh2zzs,2019-04-24T04:48:00.000Z,ACCEPTED,FALSE,109345.88,FR,EUR,"{""CAD"":1.3811668011360856,""EUR"":0.762217917977805,""MXN"":25.060431866136092,""USD"":1,""SGD"":1.4722674938507092,""AUD"":1.6258199858743998,""GBP"":0.7050046081438446}"
m9J2K_oAEr0suTY0hFM7q,TRUE,GLOBALPAY,evt_1E7ENdVXh1lHSgEAOcb2sNk,2019-04-24T09:36:00.000Z,DECLINED,FALSE,109183.31,FR,EUR,"{""CAD"":1.3811668011360856,""EUR"":0.762217917977805,""MXN"":25.060431866136092,""USD"":1,""SGD"":1.4722674938507092,""AUD"":1.6258199858743998,""GBP"":0.7050046081438446}"
6MqnXzUtzElJSXzRE_cqB,TRUE,GLOBALPAY,evt_1E8dAM7_yB3o20mbebQZsBc,2019-04-24T14:24:00.000Z,ACCEPTED,FALSE,109671.48,FR,EUR,"{""CAD"":1.3811668011360856,""EUR"":0.762217917977805,""MXN"":25.060431866136092,""USD"":1,""SGD"":1.4722674938507092,""AUD"":1.6258199858743998,""GBP"":0.7050046081438446}"
4ayOmZI0JR0pg2oi2rbz4,TRUE,GLOBALPAY,evt_1E7hY2yOYGOenvvEoqm3gAE,2019-04-24T19:12:00.000Z,DECLINED,FALSE,110204.48,FR,EUR,"{""CAD"":1.3811668011360856,""EUR"":0.762217917977805,""MXN"":25.060431866136092,""USD"":1,""SGD"":1.4722674938507092,""AUD"":1.6258199858743998,""GBP"":0.7050046081438446}"
0SXQd1kZjfTVl87HvY60y,TRUE,GLOBALPAY,evt_1EMXZikqeiSg7aB3I0NW4-2,2019-04-24T00:00:00.000Z,DECLINED,FALSE,113845.02,CA,CAD,"{""CAD"":1.3770468441678516,""EUR"":0.7658685180947266,""MXN"":25.058253327712066,""USD"":1,""SGD"":1.4741593024134414,""AUD"":1.6217490903584704,""GBP"":0.7034992868740519}"
l81uy2IxuJmPcMrlNjjN8,TRUE,GLOBALPAY,evt_1Ex8n7yaIqw-1Dh-3KMUiF-,2019-04-24T04:48:00.000Z,DECLINED,FALSE,113664.04,CA,CAD,"{""CAD"":1.3770468441678516,""EUR"":0.7658685180947266,""MXN"":25.058253327712066,""USD"":1,""SGD"":1.4741593024134414,""AUD"":1.6217490903584704,""GBP"":0.7034992868740519}"
yCBN36aZyDkLHGKJZkM2X,TRUE,GLOBALPAY,evt_1ERS0aRPw_2KOa5wJIEuIqW,2019-04-24T09:36:00.000Z,DECLINED,FALSE,113477.44,CA,CAD,"{""CAD"":1.3770468441678516,""EUR"":0.7658685180947266,""MXN"":25.058253327712066,""USD"":1,""SGD"":1.4741593024134414,""AUD"":1.6217490903584704,""GBP"":0.7034992868740519}"
sXwiLGSfXOhpi9nfPkSR5,TRUE,GLOBALPAY,evt_1EoPKW307ultLWjfMO5zesm,2019-04-24T14:24:00.000Z,ACCEPTED,FALSE,113961.91,CA,CAD,"{""CAD"":1.3770468441678516,""EUR"":0.7658685180947266,""MXN"":25.058253327712066,""USD"":1,""SGD"":1.4741593024134414,""AUD"":1.6217490903584704,""GBP"":0.7034992868740519}"
Bwms2_CjLxRW4EE0Hg12b,TRUE,GLOBALPAY,evt_1EYZP641gJPYLuqzdirQOO4,2019-04-24T19:12:00.000Z,ACCEPTED,FALSE,114366.64,CA,CAD,"{""CAD"":1.3770468441678516,""EUR"":0.7658685180947266,""MXN"":25.058253327712066,""USD"":1,""SGD"":1.4741593024134414,""AUD"":1.6217490903584704,""GBP"":0.7034992868740519}"
LfjkLCKVF8T_K7eGYHP1b,TRUE,GLOBALPAY,evt_1EcoXllO2pMcZ35Yj169sac,2019-04-24T00:00:00.000Z,ACCEPTED,FALSE,115216.04,AE,USD,"{""CAD"":1.376643130852897,""EUR"":0.7666221119238973,""MXN"":25.061320443445425,""USD"":1,""SGD"":1.4777874050620947,""AUD"":1.623041022787366,""GBP"":0.7044052261157446}"
9w5lj9blfW0LmEYcI6plb,TRUE,GLOBALPAY,evt_1ERkKnrp5R1Nd9dJetJh-Z1,2019-04-24T04:48:00.000Z,DECLINED,FALSE,115781.27,AE,USD,"{""CAD"":1.376643130852897,""EUR"":0.7666221119238973,""MXN"":25.061320443445425,""USD"":1,""SGD"":1.4777874050620947,""AUD"":1.623041022787366,""GBP"":0.7044052261157446}"
zpcODGfQgszqfJmBkwxsO,TRUE,GLOBALPAY,evt_1EKvZmLGbUQJkhdah9RbGzl,2019-04-24T09:36:00.000Z,ACCEPTED,FALSE,116321.57,AE,USD,"{""CAD"":1.376643130852897,""EUR"":0.7666221119238973,""MXN"":25.061320443445425,""USD"":1,""SGD"":1.4777874050620947,""AUD"":1.623041022787366,""GBP"":0.7044052261157446}"
yC4ullA6JsUAdPiK5313n,TRUE,GLOBALPAY,evt_1E8SUpUnWZbALc_xPJrrB1r,2019-04-24T14:24:00.000Z,ACCEPTED,FALSE,116806.68,AE,USD,"{""CAD"":1.376643130852897,""EUR"":0.7666221119238973,""MXN"":25.061320443445425,""USD"":1,""SGD"":1.4777874050620947,""AUD"":1.623041022787366,""GBP"":0.7044052261157446}"
dxFb9sATuY0NT_Y953kNq,TRUE,GLOBALPAY,evt_1EKO8n660l7-I7UhYDsSmMy,2019-04-24T19:12:00.000Z,DECLINED,FALSE,117050.95,AE,USD,"{""CAD"":1.376643130852897,""EUR"":0.7666221119238973,""MXN"":25.061320443445425,""USD"":1,""SGD"":1.4777874050620947,""AUD"":1.623041022787366,""GBP"":0.7044052261157446}"
HnI0S9yw-D5XAFjNA9QtI,TRUE,GLOBALPAY,evt_1Et5EPl9IcTsdK0-_ATTBEB,2019-04-25T00:00:00.000Z,ACCEPTED,FALSE,106636.02,US,USD,"{""CAD"":1.3744680206378648,""EUR"":0.7710262361863077,""MXN"":25.065379613180355,""USD"":1,""SGD"":1.473861404126702,""AUD"":1.6192024577950737,""GBP"":0.7001666445595265}"
-pIWynWAkVFq-Q1oS7MYZ,TRUE,GLOBALPAY,evt_1EvQ7l8__2BbRi9hOMOSDyj,2019-04-25T04:48:00.000Z,DECLINED,FALSE,106812.14,US,USD,"{""CAD"":1.3744680206378648,""EUR"":0.7710262361863077,""MXN"":25.065379613180355,""USD"":1,""SGD"":1.473861404126702,""AUD"":1.6192024577950737,""GBP"":0.7001666445595265}"
-CPS166aVhUgt2w8yyuZW,TRUE,GLOBALPAY,evt_1EVLiemB9DNMrOa4uvoN52b,2019-04-25T09:36:00.000Z,DECLINED,FALSE,107357.45,US,USD,"{""CAD"":1.3744680206378648,""EUR"":0.7710262361863077,""MXN"":25.065379613180355,""USD"":1,""SGD"":1.473861404126702,""AUD"":1.6192024577950737,""GBP"":0.7001666445595265}"
Xpyk8W3gVMyUbVk5fgmIv,TRUE,GLOBALPAY,evt_1EqyvtB6u4Zvt2XS3q-Xl62,2019-04-25T14:24:00.000Z,ACCEPTED,FALSE,107300.61,US,USD,"{""CAD"":1.3744680206378648,""EUR"":0.7710262361863077,""MXN"":25.065379613180355,""USD"":1,""SGD"":1.473861404126702,""AUD"":1.6192024577950737,""GBP"":0.7001666445595265}"
JiH1RNBiCAzOeLdvFmZeC,TRUE,GLOBALPAY,evt_1EX90nOKkmjTK71riTgGzV3,2019-04-25T19:12:00.000Z,DECLINED,FALSE,107991.7,US,USD,"{""CAD"":1.3744680206378648,""EUR"":0.7710262361863077,""MXN"":25.065379613180355,""USD"":1,""SGD"":1.473861404126702,""AUD"":1.6192024577950737,""GBP"":0.7001666445595265}"
RMeGyRVnJx2tQgUEKdljP,TRUE,GLOBALPAY,evt_1EWm3D7bVedWIWxfkuJ50eC,2019-04-25T00:00:00.000Z,DECLINED,FALSE,104761.21,MX,MXN,"{""CAD"":1.3744664147463466,""EUR"":0.7733531457592427,""MXN"":25.066965768387245,""USD"":1,""SGD"":1.4732391393264728,""AUD"":1.6187821218822103,""GBP"":0.7049285132598929}"
ilfJGeoFO3lfJAqcGfWHo,TRUE,GLOBALPAY,evt_1EWumV_i4Ob8biqwOibJrqS,2019-04-25T04:48:00.000Z,ACCEPTED,FALSE,105164.87,MX,MXN,"{""CAD"":1.3744664147463466,""EUR"":0.7733531457592427,""MXN"":25.066965768387245,""USD"":1,""SGD"":1.4732391393264728,""AUD"":1.6187821218822103,""GBP"":0.7049285132598929}"
g-fFvRTV4_JzNSr9XPIhK,TRUE,GLOBALPAY,evt_1EX9YTuXfiSPuABWL_R8wMJ,2019-04-25T09:36:00.000Z,DECLINED,FALSE,105415.28,MX,MXN,"{""CAD"":1.3744664147463466,""EUR"":0.7733531457592427,""MXN"":25.066965768387245,""USD"":1,""SGD"":1.4732391393264728,""AUD"":1.6187821218822103,""GBP"":0.7049285132598929}"
g0FCgYX9Oliy6kJl3Kusi,TRUE,GLOBALPAY,evt_1E_AYOeVzSogZwPoAZBEV4-,2019-04-25T14:24:00.000Z,DECLINED,FALSE,105599.95,MX,MXN,"{""CAD"":1.3744664147463466,""EUR"":0.7733531457592427,""MXN"":25.066965768387245,""USD"":1,""SGD"":1.4732391393264728,""AUD"":1.6187821218822103,""GBP"":0.7049285132598929}"
6JDItuRb_PCnvW9z2sQNC,TRUE,GLOBALPAY,evt_1E9ujkLk2ro7VLhxElvijca,2019-04-25T19:12:00.000Z,DECLINED,FALSE,105407.19,MX,MXN,"{""CAD"":1.3744664147463466,""EUR"":0.7733531457592427,""MXN"":25.066965768387245,""USD"":1,""SGD"":1.4732391393264728,""AUD"":1.6187821218822103,""GBP"":0.7049285132598929}"
oGBw1FSX80JdujeBlTFSx,TRUE,GLOBALPAY,evt_1EXu5UfPbnK3Pwz2dguiY-r,2019-04-25T00:00:00.000Z,ACCEPTED,FALSE,100839.76,UK,GBP,"{""CAD"":1.3788743953041551,""EUR"":0.7740790844054849,""MXN"":25.06291904153723,""USD"":1,""SGD"":1.477216124540015,""AUD"":1.6172271341496718,""GBP"":0.7070570869695835}"
C4rwl3wPf3LE9ZNWZKTtS,TRUE,GLOBALPAY,evt_1E3gXZ47a89RVjA-iOChFru,2019-04-25T04:48:00.000Z,DECLINED,FALSE,101260.77,UK,GBP,"{""CAD"":1.3788743953041551,""EUR"":0.7740790844054849,""MXN"":25.06291904153723,""USD"":1,""SGD"":1.477216124540015,""AUD"":1.6172271341496718,""GBP"":0.7070570869695835}"
_byyfOJZcIuNBqPRPZQeb,TRUE,GLOBALPAY,evt_1EUvE9skS6foiPGp9JvvIts,2019-04-25T09:36:00.000Z,ACCEPTED,FALSE,101111.68,UK,GBP,"{""CAD"":1.3788743953041551,""EUR"":0.7740790844054849,""MXN"":25.06291904153723,""USD"":1,""SGD"":1.477216124540015,""AUD"":1.6172271341496718,""GBP"":0.7070570869695835}"
hCuPCW8T62Ip0DxnBb3wE,TRUE,GLOBALPAY,evt_1EeBPYus_IBERfnvvJtVApv,2019-04-25T14:24:00.000Z,ACCEPTED,FALSE,101313.83,UK,GBP,"{""CAD"":1.3788743953041551,""EUR"":0.7740790844054849,""MXN"":25.06291904153723,""USD"":1,""SGD"":1.477216124540015,""AUD"":1.6172271341496718,""GBP"":0.7070570869695835}"
DZT59ekxOn1vrqqYY14mV,TRUE,GLOBALPAY,evt_1E0lbKSxvw-ewazgr3x_xHY,2019-04-25T19:12:00.000Z,ACCEPTED,FALSE,101230.1,UK,GBP,"{""CAD"":1.3788743953041551,""EUR"":0.7740790844054849,""MXN"":25.06291904153723,""USD"":1,""SGD"":1.477216124540015,""AUD"":1.6172271341496718,""GBP"":0.7070570869695835}"
DN7x18OfdMRAgNbJB0blg,TRUE,GLOBALPAY,evt_1E5JB7WyJzlG9yvcV43C3TX,2019-04-25T00:00:00.000Z,ACCEPTED,FALSE,110341.29,FR,EUR,"{""CAD"":1.3817099327042601,""EUR"":0.7772864689667341,""MXN"":25.06022993522953,""USD"":1,""SGD"":1.4773065467121562,""AUD"":1.612441705673158,""GBP"":0.7082606002355516}"
z0bmE5wzlE5xUn49ZEIkt,TRUE,GLOBALPAY,evt_1EETuBRheOGaSi6RJen7nGd,2019-04-25T04:48:00.000Z,ACCEPTED,FALSE,110700.41,FR,EUR,"{""CAD"":1.3817099327042601,""EUR"":0.7772864689667341,""MXN"":25.06022993522953,""USD"":1,""SGD"":1.4773065467121562,""AUD"":1.612441705673158,""GBP"":0.7082606002355516}"
